custom_id,dataset,row_idx,variant,gt_faithful,labels,n_aspects
v7_herath_2238_faithful,herath,2238,faithful,True,"{""organization"": ""positive"", ""materials"": ""positive""}",2
v7_herath_2238_flip,herath,2238,flip,False,"{""organization"": ""negative"", ""materials"": ""negative""}",2
v7_herath_2238_inject,herath,2238,inject,False,"{""organization"": ""positive"", ""materials"": ""positive"", ""workload"": ""negative""}",3
v7_herath_2563_faithful,herath,2563,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2563_flip,herath,2563,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2563_inject,herath,2563,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",2
v7_herath_34_faithful,herath,34,faithful,True,"{""overall_experience"": ""positive"", ""materials"": ""neutral""}",2
v7_herath_34_flip,herath,34,flip,False,"{""overall_experience"": ""negative"", ""materials"": ""negative""}",2
v7_herath_34_inject,herath,34,inject,False,"{""overall_experience"": ""positive"", ""materials"": ""neutral"", ""exam_fairness"": ""positive""}",3
v7_herath_534_faithful,herath,534,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_534_flip,herath,534,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_534_inject,herath,534,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",2
v7_herath_2467_faithful,herath,2467,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_2467_flip,herath,2467,flip,False,"{""materials"": ""negative""}",1
v7_herath_2467_inject,herath,2467,inject,False,"{""materials"": ""neutral"", ""assessment_design"": ""negative""}",2
v7_herath_1706_faithful,herath,1706,faithful,True,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""negative""}",2
v7_herath_1706_flip,herath,1706,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive""}",2
v7_herath_1706_inject,herath,1706,inject,False,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""negative"", ""organization"": ""negative""}",3
v7_herath_2696_faithful,herath,2696,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_2696_flip,herath,2696,flip,False,"{""materials"": ""negative""}",1
v7_herath_2696_inject,herath,2696,inject,False,"{""materials"": ""neutral"", ""organization"": ""negative""}",2
v7_herath_2608_faithful,herath,2608,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2608_flip,herath,2608,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2608_inject,herath,2608,inject,False,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""negative""}",2
v7_herath_2642_faithful,herath,2642,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_2642_flip,herath,2642,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_2642_inject,herath,2642,inject,False,"{""lecturer_quality"": ""negative"", ""organization"": ""positive""}",2
v7_herath_1508_faithful,herath,1508,faithful,True,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""positive""}",2
v7_herath_1508_flip,herath,1508,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",2
v7_herath_1508_inject,herath,1508,inject,False,"{""lecturer_quality"": ""neutral"", ""overall_experience"": ""positive"", ""workload"": ""negative""}",3
v7_herath_1163_faithful,herath,1163,faithful,True,"{""lecturer_quality"": ""positive"", ""workload"": ""negative""}",2
v7_herath_1163_flip,herath,1163,flip,False,"{""lecturer_quality"": ""negative"", ""workload"": ""positive""}",2
v7_herath_1163_inject,herath,1163,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""negative"", ""materials"": ""negative""}",3
v7_herath_1127_faithful,herath,1127,faithful,True,"{""lecturer_quality"": ""negative"", ""materials"": ""negative"", ""assessment_design"": ""neutral""}",3
v7_herath_1127_flip,herath,1127,flip,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""assessment_design"": ""negative""}",3
v7_herath_1127_inject,herath,1127,inject,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative"", ""assessment_design"": ""neutral"", ""workload"": ""positive""}",4
v7_herath_1282_faithful,herath,1282,faithful,True,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive""}",2
v7_herath_1282_flip,herath,1282,flip,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_1282_inject,herath,1282,inject,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""positive"", ""materials"": ""negative""}",3
v7_herath_2028_faithful,herath,2028,faithful,True,"{""organization"": ""neutral"", ""assessment_design"": ""neutral""}",2
v7_herath_2028_flip,herath,2028,flip,False,"{""organization"": ""negative"", ""assessment_design"": ""negative""}",2
v7_herath_2028_inject,herath,2028,inject,False,"{""organization"": ""neutral"", ""assessment_design"": ""neutral"", ""overall_experience"": ""positive""}",3
v7_herath_11_faithful,herath,11,faithful,True,"{""organization"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_11_flip,herath,11,flip,False,"{""organization"": ""negative"", ""assessment_design"": ""positive""}",2
v7_herath_11_inject,herath,11,inject,False,"{""organization"": ""positive"", ""assessment_design"": ""negative"", ""grading_transparency"": ""positive""}",3
v7_herath_2176_faithful,herath,2176,faithful,True,"{""organization"": ""positive"", ""materials"": ""positive""}",2
v7_herath_2176_flip,herath,2176,flip,False,"{""organization"": ""negative"", ""materials"": ""negative""}",2
v7_herath_2176_inject,herath,2176,inject,False,"{""organization"": ""positive"", ""materials"": ""positive"", ""assessment_design"": ""positive""}",3
v7_herath_431_faithful,herath,431,faithful,True,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_431_flip,herath,431,flip,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_431_inject,herath,431,inject,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative"", ""accessibility"": ""negative""}",3
v7_herath_1802_faithful,herath,1802,faithful,True,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",2
v7_herath_1802_flip,herath,1802,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",2
v7_herath_1802_inject,herath,1802,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_1122_faithful,herath,1122,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""assessment_design"": ""neutral""}",3
v7_herath_1122_flip,herath,1122,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""assessment_design"": ""negative""}",3
v7_herath_1122_inject,herath,1122,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""assessment_design"": ""neutral"", ""organization"": ""positive""}",4
v7_herath_0_faithful,herath,0,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_0_flip,herath,0,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_0_inject,herath,0,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""negative""}",2
v7_herath_1744_faithful,herath,1744,faithful,True,"{""overall_experience"": ""positive""}",1
v7_herath_1744_flip,herath,1744,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_1744_inject,herath,1744,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""positive""}",2
v7_herath_437_faithful,herath,437,faithful,True,"{""lecturer_quality"": ""positive"", ""organization"": ""neutral"", ""materials"": ""neutral""}",3
v7_herath_437_flip,herath,437,flip,False,"{""lecturer_quality"": ""negative"", ""organization"": ""negative"", ""materials"": ""negative""}",3
v7_herath_437_inject,herath,437,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""neutral"", ""materials"": ""neutral"", ""assessment_design"": ""negative""}",4
v7_herath_2490_faithful,herath,2490,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2490_flip,herath,2490,flip,False,"{""organization"": ""negative""}",1
v7_herath_2490_inject,herath,2490,inject,False,"{""organization"": ""neutral"", ""exam_fairness"": ""negative""}",2
v7_herath_628_faithful,herath,628,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_628_flip,herath,628,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_628_inject,herath,628,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""positive""}",2
v7_herath_844_faithful,herath,844,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_844_flip,herath,844,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_844_inject,herath,844,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""negative""}",2
v7_herath_2041_faithful,herath,2041,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_2041_flip,herath,2041,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative""}",2
v7_herath_2041_inject,herath,2041,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_387_faithful,herath,387,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_387_flip,herath,387,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_387_inject,herath,387,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""negative""}",3
v7_herath_314_faithful,herath,314,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_314_flip,herath,314,flip,False,"{""materials"": ""negative""}",1
v7_herath_314_inject,herath,314,inject,False,"{""materials"": ""neutral"", ""organization"": ""positive""}",2
v7_herath_236_faithful,herath,236,faithful,True,"{""materials"": ""positive""}",1
v7_herath_236_flip,herath,236,flip,False,"{""materials"": ""negative""}",1
v7_herath_236_inject,herath,236,inject,False,"{""materials"": ""positive"", ""workload"": ""positive""}",2
v7_herath_2682_faithful,herath,2682,faithful,True,"{""overall_experience"": ""positive""}",1
v7_herath_2682_flip,herath,2682,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_2682_inject,herath,2682,inject,False,"{""overall_experience"": ""positive"", ""grading_transparency"": ""positive""}",2
v7_herath_1233_faithful,herath,1233,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_herath_1233_flip,herath,1233,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_1233_inject,herath,1233,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""negative""}",3
v7_herath_2198_faithful,herath,2198,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_2198_flip,herath,2198,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative""}",2
v7_herath_2198_inject,herath,2198,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_herath_492_faithful,herath,492,faithful,True,"{""materials"": ""neutral"", ""assessment_design"": ""neutral""}",2
v7_herath_492_flip,herath,492,flip,False,"{""materials"": ""negative"", ""assessment_design"": ""negative""}",2
v7_herath_492_inject,herath,492,inject,False,"{""materials"": ""neutral"", ""assessment_design"": ""neutral"", ""lecturer_quality"": ""negative""}",3
v7_herath_2448_faithful,herath,2448,faithful,True,"{""organization"": ""negative""}",1
v7_herath_2448_flip,herath,2448,flip,False,"{""organization"": ""positive""}",1
v7_herath_2448_inject,herath,2448,inject,False,"{""organization"": ""negative"", ""workload"": ""negative""}",2
v7_herath_2013_faithful,herath,2013,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2013_flip,herath,2013,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2013_inject,herath,2013,inject,False,"{""lecturer_quality"": ""neutral"", ""assessment_design"": ""positive""}",2
v7_herath_2206_faithful,herath,2206,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2206_flip,herath,2206,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2206_inject,herath,2206,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",2
v7_herath_1889_faithful,herath,1889,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_1889_flip,herath,1889,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_1889_inject,herath,1889,inject,False,"{""lecturer_quality"": ""negative"", ""accessibility"": ""negative""}",2
v7_herath_1866_faithful,herath,1866,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1866_flip,herath,1866,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1866_inject,herath,1866,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",2
v7_herath_2693_faithful,herath,2693,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2693_flip,herath,2693,flip,False,"{""organization"": ""negative""}",1
v7_herath_2693_inject,herath,2693,inject,False,"{""organization"": ""neutral"", ""exam_fairness"": ""negative""}",2
v7_herath_183_faithful,herath,183,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_183_flip,herath,183,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_183_inject,herath,183,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""negative""}",2
v7_herath_872_faithful,herath,872,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_872_flip,herath,872,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_872_inject,herath,872,inject,False,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""positive""}",2
v7_herath_1490_faithful,herath,1490,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1490_flip,herath,1490,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1490_inject,herath,1490,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""negative""}",2
v7_herath_645_faithful,herath,645,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_645_flip,herath,645,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_645_inject,herath,645,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""positive""}",2
v7_herath_1102_faithful,herath,1102,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""positive""}",2
v7_herath_1102_flip,herath,1102,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_herath_1102_inject,herath,1102,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",3
v7_herath_319_faithful,herath,319,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_319_flip,herath,319,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_319_inject,herath,319,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",2
v7_herath_1059_faithful,herath,1059,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1059_flip,herath,1059,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1059_inject,herath,1059,inject,False,"{""lecturer_quality"": ""positive"", ""accessibility"": ""negative""}",2
v7_herath_2636_faithful,herath,2636,faithful,True,"{""overall_experience"": ""neutral""}",1
v7_herath_2636_flip,herath,2636,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_2636_inject,herath,2636,inject,False,"{""overall_experience"": ""neutral"", ""lecturer_quality"": ""negative""}",2
v7_herath_2053_faithful,herath,2053,faithful,True,"{""organization"": ""positive"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",3
v7_herath_2053_flip,herath,2053,flip,False,"{""organization"": ""negative"", ""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",3
v7_herath_2053_inject,herath,2053,inject,False,"{""organization"": ""positive"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""accessibility"": ""negative""}",4
v7_herath_2184_faithful,herath,2184,faithful,True,"{""organization"": ""neutral""}",1
v7_herath_2184_flip,herath,2184,flip,False,"{""organization"": ""negative""}",1
v7_herath_2184_inject,herath,2184,inject,False,"{""organization"": ""neutral"", ""assessment_design"": ""negative""}",2
v7_herath_887_faithful,herath,887,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_887_flip,herath,887,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_887_inject,herath,887,inject,False,"{""lecturer_quality"": ""neutral"", ""grading_transparency"": ""positive""}",2
v7_herath_2401_faithful,herath,2401,faithful,True,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_2401_flip,herath,2401,flip,False,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""positive""}",2
v7_herath_2401_inject,herath,2401,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative"", ""workload"": ""negative""}",3
v7_herath_2399_faithful,herath,2399,faithful,True,"{""organization"": ""negative""}",1
v7_herath_2399_flip,herath,2399,flip,False,"{""organization"": ""positive""}",1
v7_herath_2399_inject,herath,2399,inject,False,"{""organization"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_792_faithful,herath,792,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_792_flip,herath,792,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_792_inject,herath,792,inject,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",2
v7_herath_231_faithful,herath,231,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_231_flip,herath,231,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative""}",2
v7_herath_231_inject,herath,231,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""workload"": ""positive""}",3
v7_herath_1975_faithful,herath,1975,faithful,True,"{""overall_experience"": ""positive""}",1
v7_herath_1975_flip,herath,1975,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_1975_inject,herath,1975,inject,False,"{""overall_experience"": ""positive"", ""materials"": ""positive""}",2
v7_herath_1553_faithful,herath,1553,faithful,True,"{""overall_experience"": ""positive""}",1
v7_herath_1553_flip,herath,1553,flip,False,"{""overall_experience"": ""negative""}",1
v7_herath_1553_inject,herath,1553,inject,False,"{""overall_experience"": ""positive"", ""exam_fairness"": ""negative""}",2
v7_herath_1538_faithful,herath,1538,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1538_flip,herath,1538,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1538_inject,herath,1538,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""negative""}",2
v7_herath_1609_faithful,herath,1609,faithful,True,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""negative""}",2
v7_herath_1609_flip,herath,1609,flip,False,"{""lecturer_quality"": ""positive"", ""grading_transparency"": ""positive""}",2
v7_herath_1609_inject,herath,1609,inject,False,"{""lecturer_quality"": ""negative"", ""grading_transparency"": ""negative"", ""organization"": ""negative""}",3
v7_herath_1681_faithful,herath,1681,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1681_flip,herath,1681,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1681_inject,herath,1681,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_1628_faithful,herath,1628,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1628_flip,herath,1628,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1628_inject,herath,1628,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",2
v7_herath_831_faithful,herath,831,faithful,True,"{""lecturer_quality"": ""positive"", ""organization"": ""positive""}",2
v7_herath_831_flip,herath,831,flip,False,"{""lecturer_quality"": ""negative"", ""organization"": ""negative""}",2
v7_herath_831_inject,herath,831,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_herath_1807_faithful,herath,1807,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1807_flip,herath,1807,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1807_inject,herath,1807,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_1979_faithful,herath,1979,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1979_flip,herath,1979,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1979_inject,herath,1979,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_2772_faithful,herath,2772,faithful,True,"{""materials"": ""neutral""}",1
v7_herath_2772_flip,herath,2772,flip,False,"{""materials"": ""negative""}",1
v7_herath_2772_inject,herath,2772,inject,False,"{""materials"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_herath_1920_faithful,herath,1920,faithful,True,"{""lecturer_quality"": ""positive"", ""organization"": ""negative""}",2
v7_herath_1920_flip,herath,1920,flip,False,"{""lecturer_quality"": ""negative"", ""organization"": ""positive""}",2
v7_herath_1920_inject,herath,1920,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""negative"", ""grading_transparency"": ""negative""}",3
v7_herath_1475_faithful,herath,1475,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1475_flip,herath,1475,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1475_inject,herath,1475,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive""}",2
v7_herath_1820_faithful,herath,1820,faithful,True,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_herath_1820_flip,herath,1820,flip,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_1820_inject,herath,1820,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive"", ""materials"": ""negative""}",3
v7_herath_2756_faithful,herath,2756,faithful,True,"{""overall_experience"": ""negative"", ""assessment_design"": ""neutral"", ""lecturer_quality"": ""negative"", ""organization"": ""negative"", ""grading_transparency"": ""neutral"", ""accessibility"": ""neutral""}",6
v7_herath_2756_flip,herath,2756,flip,False,"{""overall_experience"": ""positive"", ""assessment_design"": ""negative"", ""lecturer_quality"": ""positive"", ""organization"": ""positive"", ""grading_transparency"": ""negative"", ""accessibility"": ""negative""}",6
v7_herath_2756_inject,herath,2756,inject,False,"{""overall_experience"": ""negative"", ""assessment_design"": ""neutral"", ""lecturer_quality"": ""negative"", ""organization"": ""negative"", ""grading_transparency"": ""neutral"", ""accessibility"": ""neutral"", ""exam_fairness"": ""negative""}",7
v7_herath_1414_faithful,herath,1414,faithful,True,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative""}",2
v7_herath_1414_flip,herath,1414,flip,False,"{""lecturer_quality"": ""negative"", ""assessment_design"": ""positive""}",2
v7_herath_1414_inject,herath,1414,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""negative"", ""materials"": ""positive""}",3
v7_herath_366_faithful,herath,366,faithful,True,"{""grading_transparency"": ""negative"", ""lecturer_quality"": ""neutral""}",2
v7_herath_366_flip,herath,366,flip,False,"{""grading_transparency"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_herath_366_inject,herath,366,inject,False,"{""grading_transparency"": ""negative"", ""lecturer_quality"": ""neutral"", ""overall_experience"": ""negative""}",3
v7_herath_1113_faithful,herath,1113,faithful,True,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""negative""}",2
v7_herath_1113_flip,herath,1113,flip,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""positive""}",2
v7_herath_1113_inject,herath,1113,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""negative"", ""materials"": ""negative""}",3
v7_herath_1594_faithful,herath,1594,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1594_flip,herath,1594,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1594_inject,herath,1594,inject,False,"{""lecturer_quality"": ""positive"", ""organization"": ""negative""}",2
v7_herath_2545_faithful,herath,2545,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_2545_flip,herath,2545,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2545_inject,herath,2545,inject,False,"{""lecturer_quality"": ""positive"", ""assessment_design"": ""positive""}",2
v7_herath_2762_faithful,herath,2762,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2762_flip,herath,2762,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2762_inject,herath,2762,inject,False,"{""lecturer_quality"": ""neutral"", ""organization"": ""negative""}",2
v7_herath_2755_faithful,herath,2755,faithful,True,"{""overall_experience"": ""positive"", ""organization"": ""positive""}",2
v7_herath_2755_flip,herath,2755,flip,False,"{""overall_experience"": ""negative"", ""organization"": ""negative""}",2
v7_herath_2755_inject,herath,2755,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""positive"", ""workload"": ""positive""}",3
v7_herath_2824_faithful,herath,2824,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_2824_flip,herath,2824,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_2824_inject,herath,2824,inject,False,"{""lecturer_quality"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_herath_642_faithful,herath,642,faithful,True,"{""lecturer_quality"": ""neutral""}",1
v7_herath_642_flip,herath,642,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_642_inject,herath,642,inject,False,"{""lecturer_quality"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_herath_776_faithful,herath,776,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_776_flip,herath,776,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_776_inject,herath,776,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""negative""}",2
v7_herath_826_faithful,herath,826,faithful,True,"{""overall_experience"": ""positive"", ""organization"": ""neutral"", ""lecturer_quality"": ""neutral""}",3
v7_herath_826_flip,herath,826,flip,False,"{""overall_experience"": ""negative"", ""organization"": ""negative"", ""lecturer_quality"": ""negative""}",3
v7_herath_826_inject,herath,826,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""neutral"", ""lecturer_quality"": ""neutral"", ""exam_fairness"": ""negative""}",4
v7_herath_704_faithful,herath,704,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_704_flip,herath,704,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_704_inject,herath,704,inject,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_herath_188_faithful,herath,188,faithful,True,"{""lecturer_quality"": ""negative""}",1
v7_herath_188_flip,herath,188,flip,False,"{""lecturer_quality"": ""positive""}",1
v7_herath_188_inject,herath,188,inject,False,"{""lecturer_quality"": ""negative"", ""organization"": ""negative""}",2
v7_herath_274_faithful,herath,274,faithful,True,"{""materials"": ""neutral"", ""lecturer_quality"": ""positive""}",2
v7_herath_274_flip,herath,274,flip,False,"{""materials"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_herath_274_inject,herath,274,inject,False,"{""materials"": ""neutral"", ""lecturer_quality"": ""positive"", ""accessibility"": ""positive""}",3
v7_herath_1461_faithful,herath,1461,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_herath_1461_flip,herath,1461,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_herath_1461_inject,herath,1461,inject,False,"{""lecturer_quality"": ""positive"", ""workload"": ""positive""}",2
v7_edurabsa_1060_faithful,edurabsa,1060,faithful,True,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""organization"": ""positive""}",3
v7_edurabsa_1060_flip,edurabsa,1060,flip,False,"{""lecturer_quality"": ""negative"", ""materials"": ""negative"", ""organization"": ""negative""}",3
v7_edurabsa_1060_inject,edurabsa,1060,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""organization"": ""positive"", ""accessibility"": ""positive""}",4
